strand,CpG_Coordinates,`000,`001,`010,`011,`100,`101,`110,`111,Sample_ID,Replicate,Tissue,Total_Reads,p-value
f,10577:10662:10725,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10688:10725,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10697:10725,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,4.032920463993413e-15
f,2763:2790:2911,0,0,0,0,0,0,0,1,7,Rep2,cfDNA,1,1.6911233892144735e-17
f,2763:2834:2911,0,0,0,0,0,0,0,1,7,Rep2,cfDNA,1,1.6911233892144735e-17
f,2763:2841:2911,0,0,0,0,0,0,0,1,7,Rep2,cfDNA,1,1.6911233892144735e-17
f,2763:2845:2911,0,0,0,0,0,0,0,1,7,Rep2,cfDNA,1,1.6911233892144735e-17
f,2763:2899:2911,0,0,0,0,0,0,0,1,7,Rep2,cfDNA,1,1.6911233892144735e-17
f,2763:2907:2911,0,0,0,0,0,0,0,1,7,Rep2,cfDNA,1,1.6911233892144735e-17
f,8020:8037:8166,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8060:8166,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8063:8166,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8069:8166,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8077:8166,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8081:8166,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,5.177998692081004e-102
f,8020:8100:8166,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8123:8166,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8133:8166,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8147:8166,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8159:8166,1,0,0,0,0,0,0,0,7,Rep2,cfDNA,1,3.2550920919753746e-103
f,13368:13372:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13374:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13378:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13381:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13383:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13394:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13396:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13401:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13409:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13411:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13415:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13419:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13438:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13498:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13505:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,13368:13507:13516,3,0,0,0,0,0,0,0,8,Rep2,cfDNA,3,5.12045820465753e-33
f,21043:21090:21191,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,1.922965982731765e-07
f,21043:21143:21191,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,1.922965982731765e-07
f,21043:21167:21191,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,1.922965982731765e-07
f,7301:7324:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7328:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7336:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7364:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7374:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7377:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7400:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7403:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7415:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7417:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7425:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7427:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7436:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,7301:7443:7449,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,4.297116808659728e-18
f,8020:8037:8166,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8060:8166,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8063:8166,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8069:8166,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8077:8166,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8081:8166,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,5.177998692081004e-102
f,8020:8100:8166,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8123:8166,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8133:8166,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8147:8166,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.2550920919753746e-103
f,8020:8159:8166,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.2550920919753746e-103
f,8417:8420:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8443:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8445:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8461:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8464:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8467:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8474:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8479:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8490:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8500:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8508:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8512:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8517:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8553:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,8417:8556:8565,1,0,0,0,0,0,0,0,8,Rep2,cfDNA,1,3.327341955041987e-09
f,9802:9805:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9813:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9815:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9833:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9842:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9847:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9862:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9866:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9868:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9873:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9875:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9877:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9879:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9886:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9889:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9903:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9905:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9924:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9928:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9931:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9937:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,9802:9948:9950,2,0,0,0,0,0,0,0,8,Rep2,cfDNA,2,1.28934500757877e-08
f,4933:4939:5081,0,0,0,0,0,0,1,0,9,Rep2,cfDNA,1,2.4291210628585556e-13
f,4933:5026:5081,0,0,0,0,0,0,1,0,9,Rep2,cfDNA,1,2.4291210628585556e-13
f,9738:9750:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9757:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9768:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9771:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9799:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9802:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9805:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9813:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9815:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9833:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9842:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9847:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9862:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9866:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9868:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9873:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9875:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9877:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,9738:9879:9886,2,0,0,0,0,0,0,0,9,Rep2,cfDNA,2,4.868603103360548e-27
f,2763:2790:2911,0,3,0,0,0,0,0,0,10,Rep2,cfDNA,3,1.6911233892144735e-17
f,2763:2834:2911,0,3,0,0,0,0,0,0,10,Rep2,cfDNA,3,1.6911233892144735e-17
f,2763:2841:2911,0,3,0,0,0,0,0,0,10,Rep2,cfDNA,3,1.6911233892144735e-17
f,2763:2845:2911,0,3,0,0,0,0,0,0,10,Rep2,cfDNA,3,1.6911233892144735e-17
f,2763:2899:2911,0,0,0,3,0,0,0,0,10,Rep2,cfDNA,3,1.6911233892144735e-17
f,2763:2907:2911,0,3,0,0,0,0,0,0,10,Rep2,cfDNA,3,1.6911233892144735e-17
f,9998:10035:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10044:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10046:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10053:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10058:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10071:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10075:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10081:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10088:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10096:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10102:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10109:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10111:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10118:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10121:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10130:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10133:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,9998:10140:10146,2,0,0,0,0,0,0,0,10,Rep2,cfDNA,2,1.922965982731765e-07
f,7301:7324:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7328:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7336:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7364:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7374:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7377:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7400:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7403:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7415:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7417:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7425:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7427:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7436:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,7301:7443:7449,1,0,0,0,0,0,0,0,11,Rep2,cfDNA,1,4.297116808659728e-18
f,8020:8037:8166,5,0,0,0,0,0,0,0,11,Rep2,cfDNA,5,3.2550920919753746e-103
f,8020:8060:8166,5,0,0,0,0,0,0,0,11,Rep2,cfDNA,5,3.2550920919753746e-103
f,8020:8063:8166,5,0,0,0,0,0,0,0,11,Rep2,cfDNA,5,3.2550920919753746e-103
f,8020:8069:8166,5,0,0,0,0,0,0,0,11,Rep2,cfDNA,5,3.2550920919753746e-103
f,8020:8077:8166,5,0,0,0,0,0,0,0,11,Rep2,cfDNA,5,3.2550920919753746e-103
f,8020:8081:8166,5,0,0,0,0,0,0,0,11,Rep2,cfDNA,5,5.177998692081004e-102
f,8020:8100:8166,5,0,0,0,0,0,0,0,11,Rep2,cfDNA,5,3.2550920919753746e-103
f,8020:8123:8166,5,0,0,0,0,0,0,0,11,Rep2,cfDNA,5,3.2550920919753746e-103
f,8020:8133:8166,5,0,0,0,0,0,0,0,11,Rep2,cfDNA,5,3.2550920919753746e-103
f,8020:8147:8166,5,0,0,0,0,0,0,0,11,Rep2,cfDNA,5,3.2550920919753746e-103
f,8020:8159:8166,5,0,0,0,0,0,0,0,11,Rep2,cfDNA,5,3.2550920919753746e-103
f,8020:8037:8166,7,0,0,0,0,0,0,0,12,Rep2,cfDNA,7,3.2550920919753746e-103
f,8020:8060:8166,7,0,0,0,0,0,0,0,12,Rep2,cfDNA,7,3.2550920919753746e-103
f,8020:8063:8166,7,0,0,0,0,0,0,0,12,Rep2,cfDNA,7,3.2550920919753746e-103
f,8020:8069:8166,7,0,0,0,0,0,0,0,12,Rep2,cfDNA,7,3.2550920919753746e-103
f,8020:8077:8166,7,0,0,0,0,0,0,0,12,Rep2,cfDNA,7,3.2550920919753746e-103
f,8020:8081:8166,7,0,0,0,0,0,0,0,12,Rep2,cfDNA,7,5.177998692081004e-102
f,8020:8100:8166,7,0,0,0,0,0,0,0,12,Rep2,cfDNA,7,3.2550920919753746e-103
f,8020:8123:8166,7,0,0,0,0,0,0,0,12,Rep2,cfDNA,7,3.2550920919753746e-103
f,8020:8133:8166,7,0,0,0,0,0,0,0,12,Rep2,cfDNA,7,3.2550920919753746e-103
f,8020:8147:8166,7,0,0,0,0,0,0,0,12,Rep2,cfDNA,7,3.2550920919753746e-103
f,8020:8159:8166,7,0,0,0,0,0,0,0,12,Rep2,cfDNA,7,3.2550920919753746e-103
f,13235:13252:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13288:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13295:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13306:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13312:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13334:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13336:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13338:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13340:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13351:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13360:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13368:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13372:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13374:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13378:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13235:13381:13383,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,2.6148266473233444e-16
f,13368:13372:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13374:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13378:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13381:13516,0,0,1,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13383:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13394:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13396:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13401:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13409:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13411:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13415:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13419:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13438:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13498:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13505:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,13368:13507:13516,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,5.12045820465753e-33
f,8020:8037:8166,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,3.2550920919753746e-103
f,8020:8060:8166,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,3.2550920919753746e-103
f,8020:8063:8166,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,3.2550920919753746e-103
f,8020:8069:8166,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,3.2550920919753746e-103
f,8020:8077:8166,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,3.2550920919753746e-103
f,8020:8081:8166,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,5.177998692081004e-102
f,8020:8100:8166,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,3.2550920919753746e-103
f,8020:8123:8166,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,3.2550920919753746e-103
f,8020:8133:8166,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,3.2550920919753746e-103
f,8020:8147:8166,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,3.2550920919753746e-103
f,8020:8159:8166,3,0,0,0,0,0,0,0,13,Rep2,cfDNA,3,3.2550920919753746e-103
f,9802:9805:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9813:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9815:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9833:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9842:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9847:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9862:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9866:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9868:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9873:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9875:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9877:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9879:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9886:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9889:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9903:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9905:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9924:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9928:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9931:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9937:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,9802:9948:9950,1,0,0,0,0,0,0,0,13,Rep2,cfDNA,1,1.28934500757877e-08
f,2763:2790:2911,0,1,0,0,0,0,0,0,14,Rep2,cfDNA,1,1.6911233892144735e-17
f,2763:2834:2911,0,1,0,0,0,0,0,0,14,Rep2,cfDNA,1,1.6911233892144735e-17
f,2763:2841:2911,0,0,0,1,0,0,0,0,14,Rep2,cfDNA,1,1.6911233892144735e-17
f,2763:2845:2911,0,0,0,1,0,0,0,0,14,Rep2,cfDNA,1,1.6911233892144735e-17
f,2763:2899:2911,0,0,0,1,0,0,0,0,14,Rep2,cfDNA,1,1.6911233892144735e-17
f,2763:2907:2911,0,1,0,0,0,0,0,0,14,Rep2,cfDNA,1,1.6911233892144735e-17
f,10577:10590:10725,1,0,0,0,0,0,0,0,15,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10597:10725,1,0,0,0,0,0,0,0,15,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10599:10725,1,0,0,0,0,0,0,0,15,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10627:10725,1,0,0,0,0,0,0,0,15,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10630:10725,1,0,0,0,0,0,0,0,15,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10635:10725,1,0,0,0,0,0,0,0,15,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10662:10725,1,0,0,0,0,0,0,0,15,Rep2,cfDNA,1,4.032920463993413e-15
f,10577:10688:10725,1,0,0,0,0,0,0,0,15,Rep2,cfDNA,1,4.032920463993413e-15
